Ticker,Company,Sector,Industry
GEV,GE Vernova Inc,Industrials,Specialty Industrial Machinery
GFI,Gold Fields Ltd ADR,Basic Materials,Gold
GFL,GFL Environmental Inc,Industrials,Waste Management
GFS,GlobalFoundries Inc,Technology,Semiconductors
GGAL,Grupo Financiero Galicia ADR,Financial,Banks - Regional
GH,Guardant Health Inc,Healthcare,Diagnostics & Research
GIL,Gildan Activewear Inc,Consumer Cyclical,Apparel Manufacturing
GILD,"Gilead Sciences, Inc",Healthcare,Drug Manufacturers - General
GIS,"General Mills, Inc",Consumer Defensive,Packaged Foods
GLNG,Golar Lng,Energy,Oil & Gas Midstream
GLOB,Globant S.A,Technology,Information Technology Services
GLW,"Corning, Inc",Technology,Electronic Components
GLXY,Galaxy Digital Inc,Financial,Capital Markets
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers
GMAB,Genmab ADR,Healthcare,Biotechnology
GME,Gamestop Corporation,Consumer Cyclical,Specialty Retail
GNTX,Gentex Corp,Consumer Cyclical,Auto Parts
GNW,Genworth Financial Inc,Financial,Insurance - Life
GOF,Guggenheim Strategic Opportunities Fund,Financial,Closed-End Fund - Debt
GOOG,Alphabet Inc,Communication Services,Internet Content & Information
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information
GPC,Genuine Parts Co,Consumer Cyclical,Auto Parts
GPGI,GPGI Inc,Industrials,Metal Fabrication
GPK,Graphic Packaging Holding Co,Consumer Cyclical,Packaging & Containers
GPN,"Global Payments, Inc",Technology,Software - Infrastructure
GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments
GRND,Grindr Inc,Technology,Software - Application
GS,"Goldman Sachs Group, Inc",Financial,Capital Markets
GSK,GSK Plc ADR,Healthcare,Drug Manufacturers - General
GT,Goodyear Tire & Rubber Co,Consumer Cyclical,Auto Parts
GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery
GTLB,Gitlab Inc,Technology,Software - Infrastructure
GTLS,Chart Industries Inc,Industrials,Specialty Industrial Machinery
GTM,ZoomInfo Technologies Inc,Technology,Software - Application
GTX,Garrett Motion Inc,Consumer Cyclical,Auto Parts
GWRE,Guidewire Software Inc,Technology,Software - Application
GXO,GXO Logistics Inc,Industrials,Integrated Freight & Logistics
HAFN,Hafnia Ltd,Industrials,Marine Shipping
HAL,Halliburton Co,Energy,Oil & Gas Equipment & Services
HALO,Halozyme Therapeutics Inc,Healthcare,Biotechnology
HAS,"Hasbro, Inc",Consumer Cyclical,Leisure
HAYW,Hayward Holdings Inc,Industrials,Electrical Equipment & Parts
HBAN,"Huntington Bancshares, Inc",Financial,Banks - Regional
HBM,Hudbay Minerals Inc,Basic Materials,Copper
HD,"Home Depot, Inc",Consumer Cyclical,Home Improvement Retail
HDB,HDFC Bank Ltd. ADR,Financial,Banks - Regional
HE,"Hawaiian Electric Industries, Inc",Utilities,Utilities - Regulated Electric
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream
HIG,Hartford Insurance Group Inc.(The),Financial,Insurance - Diversified
HIMS,Hims & Hers Health Inc,Healthcare,Drug Manufacturers - Specialty & Generic
HL,Hecla Mining Co,Basic Materials,Other Precious Metals & Mining
HLN,Haleon plc ADR,Healthcare,Drug Manufacturers - Specialty & Generic
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging
HMC,Honda Motor ADR,Consumer Cyclical,Auto Manufacturers
HMY,Harmony Gold Mining Co Ltd ADR,Basic Materials,Gold
HNGE,Hinge Health Inc,Healthcare,Health Information Services
HNI,HNI Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HOG,"Harley-Davidson, Inc",Consumer Cyclical,Recreational Vehicles
HOLX,"Hologic, Inc",Healthcare,Medical Instruments & Supplies
HOMB,Home Bancshares Inc,Financial,Banks - Regional
HON,Honeywell International Inc,Industrials,Conglomerates
HOOD,Robinhood Markets Inc,Financial,Capital Markets
HP,"Helmerich & Payne, Inc",Energy,Oil & Gas Drilling
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment
HPQ,HP Inc,Technology,Computer Hardware
HQY,Healthequity Inc,Healthcare,Health Information Services
HRB,H&R Block Inc,Consumer Cyclical,Personal Services
HRI,Herc Holdings Inc,Industrials,Rental & Leasing Services
HRL,Hormel Foods Corp,Consumer Defensive,Packaged Foods
HSAI,Hesai Group ADR,Consumer Cyclical,Auto Parts
HSBC,HSBC Holdings plc ADR,Financial,Banks - Diversified
HSIC,Henry Schein Inc,Healthcare,Medical Distribution
HSY,Hershey Company,Consumer Defensive,Confectioners
HTGC,Hercules Capital Inc,Financial,Asset Management
HTHT,H World Group Limited ADR,Consumer Cyclical,Lodging
HUBG,"Hub Group, Inc",Industrials,Integrated Freight & Logistics
HUBS,HubSpot Inc,Technology,Software - Application
HUM,Humana Inc,Healthcare,Healthcare Plans
HUT,Hut 8 Corp,Financial,Capital Markets
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense
HXL,Hexcel Corp,Industrials,Aerospace & Defense
HYMC,Hycroft Mining Holding Corporation,Basic Materials,Gold
IAG,Iamgold Corp,Basic Materials,Gold
IBKR,Interactive Brokers Group Inc,Financial,Capital Markets
IBM,International Business Machines Corp,Technology,Information Technology Services
IBN,ICICI Bank Ltd. ADR,Financial,Banks - Regional
IBRX,ImmunityBio Inc,Healthcare,Biotechnology
ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges
ICLR,Icon Plc,Healthcare,Diagnostics & Research
IE,Ivanhoe Electric Inc,Basic Materials,Copper
IEP,Icahn Enterprises L P,Energy,Oil & Gas Refining & Marketing
IFF,International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals
IHS,IHS Holding Ltd,Real Estate,Real Estate Services
ILMN,Illumina Inc,Healthcare,Diagnostics & Research
IMNM,Immunome Inc,Healthcare,Biotechnology
INCY,Incyte Corp,Healthcare,Biotechnology
INDV,Indivior Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic
INFQ,Infleqtion Inc,Technology,Software - Infrastructure
INFY,Infosys Ltd ADR,Technology,Information Technology Services
ING,ING Groep N.V. ADR,Financial,Banks - Diversified
INGM,Ingram Micro Holding Corp,Technology,Information Technology Services
INSM,Insmed Inc,Healthcare,Biotechnology
INTA,Intapp Inc,Technology,Software - Application
INTC,Intel Corp,Technology,Semiconductors
INTR,Inter & Co Inc,Financial,Banks - Regional
INTU,Intuit Inc,Technology,Software - Application
IONQ,IonQ Inc,Technology,Computer Hardware
IONS,Ionis Pharmaceuticals Inc,Healthcare,Biotechnology
IOT,Samsara Inc,Technology,Software - Infrastructure
IOVA,Iovance Biotherapeutics Inc,Healthcare,Biotechnology
IP,International Paper Co,Consumer Cyclical,Packaging & Containers
IQV,IQVIA Holdings Inc,Healthcare,Diagnostics & Research
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery
IRDM,Iridium Communications Inc,Communication Services,Telecom Services
IREN,IREN Ltd,Financial,Capital Markets
ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies
IT,"Gartner, Inc",Technology,Information Technology Services
ITRI,Itron Inc,Technology,Scientific & Technical Instruments
ITT,ITT Inc,Industrials,Specialty Industrial Machinery
ITUB,Itau Unibanco Holding S.A. ADR,Financial,Banks - Regional
ITW,"Illinois Tool Works, Inc",Industrials,Specialty Industrial Machinery
IVZ,Invesco Ltd,Financial,Asset Management
JBHT,"J.B. Hunt Transport Services, Inc",Industrials,Integrated Freight & Logistics
JBL,Jabil Inc,Technology,Electronic Components
JBS,JBS N.V,Consumer Defensive,Packaged Foods
JBTM,JBT Marel Corp,Industrials,Specialty Industrial Machinery
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment
JD,JD.com Inc ADR,Consumer Cyclical,Internet Retail
JEF,Jefferies Financial Group Inc,Financial,Capital Markets
JHG,Janus Henderson Group plc,Financial,Asset Management
JHX,James Hardie Industries plc,Basic Materials,Building Materials
JKHY,"Jack Henry & Associates, Inc",Technology,Information Technology Services
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General
JOBY,Joby Aviation Inc,Industrials,Airports & Air Services
JPC,Nuveen Preferred & Income Opportunities Fund,Financial,Closed-End Fund - Debt
JPM,JPMorgan Chase & Co,Financial,Banks - Diversified
KBR,KBR Inc,Industrials,Engineering & Construction
KC,Kingsoft Cloud Holdings Ltd ADR,Technology,Software - Application
KD,Kyndryl Holdings Inc,Technology,Information Technology Services
KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic
KEP,Korea Electric Power Corporation. ADR,Utilities,Utilities - Regulated Electric
KEY,Keycorp,Financial,Banks - Regional
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments
KGC,Kinross Gold Corp,Basic Materials,Gold
KGS,Kodiak Gas Services Inc,Energy,Oil & Gas Equipment & Services
KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods
KKR,KKR & Co. Inc,Financial,Asset Management
KLAC,KLA Corp,Technology,Semiconductor Equipment & Materials
KLAR,Klarna Group plc,Technology,Software - Infrastructure
KMB,Kimberly-Clark Corp,Consumer Defensive,Household & Personal Products
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream
KMT,Kennametal Inc,Industrials,Tools & Accessories
KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships
KNSA,Kiniksa Pharmaceuticals International Plc,Healthcare,Drug Manufacturers - Specialty & Generic
KNX,Knight-Swift Transportation Holdings Inc,Industrials,Trucking
KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic
KR,Kroger Co,Consumer Defensive,Grocery Stores
KRMN,Karman Holdings Inc,Industrials,Aerospace & Defense
KT,KT Corporation ADR,Communication Services,Telecom Services
KTB,Kontoor Brands Inc,Consumer Cyclical,Apparel Manufacturing
KTOS,Kratos Defense & Security Solutions Inc,Industrials,Aerospace & Defense
KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products
KVYO,Klaviyo Inc,Technology,Software - Application
LASR,nLIGHT Inc,Technology,Semiconductors
LAUR,Laureate Education Inc,Consumer Defensive,Education & Training Services
LAZ,Lazard Inc,Financial,Capital Markets
LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services
LBTYA,Liberty Global Ltd,Communication Services,Telecom Services
LCID,Lucid Group Inc,Consumer Cyclical,Auto Manufacturers
LEGN,Legend Biotech Corp ADR,Healthcare,Biotechnology
LEN,Lennar Corp,Consumer Cyclical,Residential Construction
LEVI,Levi Strauss & Co,Consumer Cyclical,Apparel Manufacturing
LFST,LifeStance Health Group Inc,Healthcare,Medical Care Facilities
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense
LI,Li Auto Inc ADR,Consumer Cyclical,Auto Manufacturers
LIF,Life360 Inc,Technology,Software - Application
LIN,Linde Plc,Basic Materials,Specialty Chemicals
LION,Lionsgate Studios Corp,Financial,Shell Companies
LITE,Lumentum Holdings Inc,Technology,Communication Equipment
LKQ,LKQ Corp,Consumer Cyclical,Auto Parts
LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General
LMND,Lemonade Inc,Financial,Insurance - Property & Casualty
LMT,Lockheed Martin Corp,Industrials,Aerospace & Defense
LNC,Lincoln National Corp,Financial,Insurance - Life
LNG,Cheniere Energy Inc,Energy,Oil & Gas Midstream
LNT,Alliant Energy Corp,Utilities,Utilities - Regulated Electric
LNTH,Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic
LOAR,Loar Holdings Inc,Industrials,Aerospace & Defense
LOGI,Logitech International S.A,Technology,Computer Hardware
LOW,"Lowe's Cos., Inc",Consumer Cyclical,Home Improvement Retail
LPX,Louisiana-Pacific Corp,Industrials,Building Products & Equipment
LQDA,Liquidia Corp,Healthcare,Biotechnology
LRCX,Lam Research Corp,Technology,Semiconductor Equipment & Materials
LSCC,Lattice Semiconductor Corp,Technology,Semiconductors
LTH,Life Time Group Holdings Inc,Consumer Cyclical,Leisure
LTM,LATAM Airlines Group S.A. ADR,Industrials,Airlines
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail
LUMN,Lumen Technologies Inc,Communication Services,Telecom Services
LUNR,Intuitive Machines Inc,Industrials,Aerospace & Defense
LUV,Southwest Airlines Co,Industrials,Airlines
LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos
LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals
LYFT,Lyft Inc,Technology,Software - Application
LYG,Lloyds Banking Group plc ADR,Financial,Banks - Regional
LYV,Live Nation Entertainment Inc,Communication Services,Entertainment
M,Macy's Inc,Consumer Cyclical,Department Stores
MA,Mastercard Incorporated,Financial,Credit Services
MAR,"Marriott International, Inc",Consumer Cyclical,Lodging
MARA,MARA Holdings Inc,Financial,Capital Markets
MAS,Masco Corp,Industrials,Building Products & Equipment
MASI,Masimo Corp,Healthcare,Medical Devices
MAT,"Mattel, Inc",Consumer Cyclical,Leisure
MBLY,Mobileye Global Inc,Consumer Cyclical,Auto Parts
MC,Moelis & Co,Financial,Capital Markets
MCD,McDonald's Corp,Consumer Cyclical,Restaurants
MCHP,"Microchip Technology, Inc",Technology,Semiconductors
MCO,Moody's Corp,Financial,Financial Data & Stock Exchanges
MCW,Mister Car Wash Inc,Consumer Cyclical,Auto & Truck Dealerships
MDB,MongoDB Inc,Technology,Software - Infrastructure
MDLN,Medline Inc,Healthcare,Medical Instruments & Supplies
MDLZ,Mondelez International Inc,Consumer Defensive,Confectioners
MDT,Medtronic Plc,Healthcare,Medical Devices
MDU,MDU Resources Group Inc,Utilities,Utilities - Regulated Gas
MEOH,Methanex Corp,Basic Materials,Chemicals
MET,Metlife Inc,Financial,Insurance - Life
META,Meta Platforms Inc,Communication Services,Internet Content & Information
MFC,Manulife Financial Corp,Financial,Insurance - Life
MFG,"Mizuho Financial Group, Inc. ADR",Financial,Banks - Regional
MGA,Magna International Inc,Consumer Cyclical,Auto Parts
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos
MGNI,Magnite Inc,Communication Services,Advertising Agencies
MGY,Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P
MHK,"Mohawk Industries, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MIAX,Miami International Holdings Inc,Financial,Capital Markets
MIR,Mirion Technologies Inc,Industrials,Specialty Industrial Machinery
MKC,"McCormick & Co., Inc",Consumer Defensive,Packaged Foods
MKSI,MKS Inc,Technology,Scientific & Technical Instruments
MLYS,Mineralys Therapeutics Inc,Healthcare,Biotechnology
MMM,3M Co,Industrials,Conglomerates
MMYT,MakeMyTrip Ltd,Consumer Cyclical,Travel Services
MNDY,Monday.Com Ltd,Technology,Software - Application
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic
MO,Altria Group Inc,Consumer Defensive,Tobacco
MOD,Modine Manufacturing Co,Consumer Cyclical,Auto Parts
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans
MOS,Mosaic Company,Basic Materials,Agricultural Inputs
MP,MP Materials Corporation,Basic Materials,Other Industrial Metals & Mining
MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing
MPLX,MPLX LP,Energy,Oil & Gas Midstream
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General
MRNA,Moderna Inc,Healthcare,Biotechnology
MRSH,Marsh,Financial,Insurance Brokers
MRVL,Marvell Technology Inc,Technology,Semiconductors
MRX,Marex Group Plc,Financial,Capital Markets
MS,Morgan Stanley,Financial,Capital Markets
MSFT,Microsoft Corporation,Technology,Software - Infrastructure
MSTR,Strategy Inc,Technology,Software - Application
MT,ArcelorMittal,Basic Materials,Steel
MTB,M & T Bank Corp,Financial,Banks - Regional
MTCH,Match Group Inc,Communication Services,Internet Content & Information
MTDR,Matador Resources Co,Energy,Oil & Gas E&P
MTG,MGIC Investment Corp,Financial,Insurance - Specialty
MTH,Meritage Homes Corp,Consumer Cyclical,Residential Construction
MTSI,MACOM Technology Solutions Holdings Inc,Technology,Semiconductors
MTZ,Mastec Inc,Industrials,Engineering & Construction
MU,Micron Technology Inc,Technology,Semiconductors
MUFG,"Mitsubishi UFJ Financial Group, Inc. ADR",Financial,Banks - Diversified
MUR,Murphy Oil Corp,Energy,Oil & Gas E&P
NAMS,NewAmsterdam Pharma Company NV,Healthcare,Biotechnology
NATL,NCR Atleos Corp,Technology,Software - Application
NAVN,Navan Inc,Technology,Software - Application
NBIS,Nebius Group N.V,Technology,Software - Infrastructure
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges
NE,Noble Corp Plc,Energy,Oil & Gas Drilling
NEE,NextEra Energy Inc,Utilities,Utilities - Regulated Electric
NEM,Newmont Corp,Basic Materials,Gold
NEOG,Neogen Corp,Healthcare,Diagnostics & Research
NESR,National Energy Services Reunited Corp,Energy,Oil & Gas Equipment & Services
NET,Cloudflare Inc,Technology,Software - Infrastructure
NFLX,Netflix Inc,Communication Services,Entertainment
NG,Novagold Resources Inc,Basic Materials,Gold
NGD,New Gold Inc,Basic Materials,Gold
NGG,National Grid Plc ADR,Utilities,Utilities - Regulated Electric
NI,NiSource Inc,Utilities,Utilities - Regulated Gas
NKE,"Nike, Inc",Consumer Cyclical,Footwear & Accessories
NMR,Nomura Holdings Inc. ADR,Financial,Capital Markets
NMRK,Newmark Group Inc,Real Estate,Real Estate Services
NOG,Northern Oil and Gas Inc,Energy,Oil & Gas E&P
NOK,Nokia Corp ADR,Technology,Communication Equipment
NOV,NOV Inc,Energy,Oil & Gas Equipment & Services
NOW,ServiceNow Inc,Technology,Software - Application
NRG,NRG Energy Inc,Utilities,Utilities - Independent Power Producers
NSC,Norfolk Southern Corp,Industrials,Railroads
NTAP,Netapp Inc,Technology,Software - Infrastructure
NTES,NetEase Inc ADR,Communication Services,Electronic Gaming & Multimedia
NTNX,Nutanix Inc,Technology,Software - Infrastructure
NTR,Nutrien Ltd,Basic Materials,Agricultural Inputs
NTRA,Natera Inc,Healthcare,Diagnostics & Research
NTRS,Northern Trust Corp,Financial,Asset Management
NTSK,Netskope Inc,Technology,Software - Infrastructure
NU,Nu Holdings Ltd,Financial,Banks - Regional
NUE,Nucor Corp,Basic Materials,Steel
NVDA,NVIDIA Corp,Technology,Semiconductors
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General
NVS,Novartis AG ADR,Healthcare,Drug Manufacturers - General
NVST,Envista Holdings Corp,Healthcare,Medical Instruments & Supplies
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts
NWG,NatWest Group Plc ADR,Financial,Banks - Regional
NWS,News Corp,Communication Services,Entertainment
NWSA,News Corp,Communication Services,Entertainment
NXE,NexGen Energy Ltd,Energy,Uranium
NXPI,NXP Semiconductors NV,Technology,Semiconductors
NXT,Nextpower Inc,Technology,Solar
NYT,New York Times Co,Communication Services,Publishing
OBDC,Blue Owl Capital Corp,Financial,Asset Management
OC,Owens Corning,Industrials,Building Products & Equipment
OCUL,Ocular Therapeutix Inc,Healthcare,Biotechnology
ODFL,"Old Dominion Freight Line, Inc",Industrials,Trucking
OGE,Oge Energy Corp,Utilities,Utilities - Regulated Electric
OKE,Oneok Inc,Energy,Oil & Gas Midstream
OKLO,Oklo Inc,Utilities,Utilities - Independent Power Producers
OKTA,Okta Inc,Technology,Software - Infrastructure
OLN,Olin Corp,Basic Materials,Chemicals
OMC,"Omnicom Group, Inc",Communication Services,Advertising Agencies
OMF,OneMain Holdings Inc,Financial,Credit Services
ON,ON Semiconductor Corp,Technology,Semiconductors
ONB,Old National Bancorp,Financial,Banks - Regional
ONDS,Ondas Inc,Technology,Communication Equipment
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories
ONTO,Onto Innovation Inc,Technology,Semiconductor Equipment & Materials
OPCH,Option Care Health Inc,Healthcare,Medical Care Facilities
OPEN,Opendoor Technologies Inc,Real Estate,Real Estate Services
OR,OR Royalties Inc,Basic Materials,Gold
ORCL,Oracle Corp,Technology,Software - Infrastructure
ORI,Old Republic International Corp,Financial,Insurance - Property & Casualty
ORLA,Orla Mining Ltd,Basic Materials,Gold
ORLY,"O'Reilly Automotive, Inc",Consumer Cyclical,Auto Parts
OS,OneStream Inc,Technology,Software - Infrastructure
OSCR,Oscar Health Inc,Healthcare,Healthcare Plans
OTEX,Open Text Corp,Technology,Software - Application
OTF,Blue Owl Technology Finance Corp,Financial,Asset Management
OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery
OVV,Ovintiv Inc,Energy,Oil & Gas E&P
OWL,Blue Owl Capital Inc,Financial,Asset Management
OXY,Occidental Petroleum Corp,Energy,Oil & Gas E&P
OZK,Bank OZK,Financial,Banks - Regional
PAA,Plains All American Pipeline LP,Energy,Oil & Gas Midstream
PAAS,Pan American Silver Corp,Basic Materials,Gold
PAGP,Plains GP Holdings LP,Energy,Oil & Gas Midstream
PAGS,PagSeguro Digital Ltd,Technology,Software - Infrastructure
PANW,Palo Alto Networks Inc,Technology,Software - Infrastructure
PARR,Par Pacific Holdings Inc,Energy,Oil & Gas Refining & Marketing
PATH,UiPath Inc,Technology,Software - Infrastructure
PAYC,Paycom Software Inc,Technology,Software - Application
PAYX,Paychex Inc,Technology,Software - Application
PB,Prosperity Bancshares Inc,Financial,Banks - Regional
PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream
PBF,PBF Energy Inc,Energy,Oil & Gas Refining & Marketing
PBR,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated
PBR-A,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated
PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery
PCG,PG&E Corp,Utilities,Utilities - Regulated Electric
PCOR,Procore Technologies Inc,Technology,Software - Application
PCVX,Vaxcyte Inc,Healthcare,Biotechnology
PDD,PDD Holdings Inc ADR,Consumer Cyclical,Internet Retail
PDI,PIMCO Dynamic Income Fund,Financial,Closed-End Fund - Debt
PEG,Public Service Enterprise Group Inc,Utilities,Utilities - Regulated Electric
PEGA,Pegasystems Inc,Technology,Software - Application
PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic
PFE,Pfizer Inc,Healthcare,Drug Manufacturers - General
PFG,Principal Financial Group Inc,Financial,Asset Management
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution
PFS,Provident Financial Services Inc,Financial,Banks - Regional
PFSI,PennyMac Financial Services Inc,Financial,Mortgage Finance
PG,Procter & Gamble Co,Consumer Defensive,Household & Personal Products
PGR,Progressive Corp,Financial,Insurance - Property & Casualty
PH,Parker-Hannifin Corp,Industrials,Specialty Industrial Machinery
PHG,Koninklijke Philips N.V. ADR,Healthcare,Medical Devices
PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction
PHYS,Sprott Physical Gold Trust,Financial,Asset Management
PII,Polaris Inc,Consumer Cyclical,Recreational Vehicles
PINS,Pinterest Inc,Communication Services,Internet Content & Information
PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers
PL,Planet Labs PBC,Industrials,Aerospace & Defense
PLNT,Planet Fitness Inc,Consumer Cyclical,Leisure
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure
PM,Philip Morris International Inc,Consumer Defensive,Tobacco
PNC,PNC Financial Services Group Inc,Financial,Banks - Regional
PNFP,Pinnacle Financial Partners Inc,Financial,Banks - Regional
PNR,Pentair plc,Industrials,Specialty Industrial Machinery
PNW,Pinnacle West Capital Corp,Utilities,Utilities - Regulated Electric
PODD,Insulet Corporation,Healthcare,Medical Devices
PONY,Pony AI Inc. ADR,Technology,Information Technology Services
POR,Portland General Electric Co,Utilities,Utilities - Regulated Electric
POWI,Power Integrations Inc,Technology,Semiconductors
PPG,"PPG Industries, Inc",Basic Materials,Specialty Chemicals
PPL,PPL Corp,Utilities,Utilities - Regulated Electric
PPTA,Perpetua Resources Corp,Basic Materials,Other Precious Metals & Mining
PR,Permian Resources Holdings Inc,Energy,Oil & Gas E&P
PRM,Perimeter Solutions Inc,Basic Materials,Specialty Chemicals
PRMB,Primo Brands Corp,Consumer Defensive,Beverages - Non-Alcoholic
PRU,Prudential Financial Inc,Financial,Insurance - Life
PSKY,Paramount Skydance Corp,Communication Services,Entertainment
PSLV,Sprott Physical Silver Trust,Financial,Asset Management
PSTG,Everpure Inc,Technology,Computer Hardware
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing
PTC,PTC Inc,Technology,Software - Application
PTCT,PTC Therapeutics Inc,Healthcare,Biotechnology
PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling
PTY,PIMCO Corporate & Income Opportunity Fund,Financial,Closed-End Fund - Debt
PVH,PVH Corp,Consumer Cyclical,Apparel Manufacturing
PWR,"Quanta Services, Inc",Industrials,Engineering & Construction
PYPL,PayPal Holdings Inc,Financial,Credit Services
Q,Qnity Electronics Inc,Technology,Semiconductor Equipment & Materials
QBTS,D-Wave Quantum Inc,Technology,Computer Hardware
QCOM,"Qualcomm, Inc",Technology,Semiconductors
QGEN,Qiagen NV,Healthcare,Diagnostics & Research
QS,QuantumScape Corp,Consumer Cyclical,Auto Parts
QSR,Restaurant Brands International Inc,Consumer Cyclical,Restaurants
QTWO,Q2 Holdings Inc,Technology,Software - Application
QXO,QXO Inc,Industrials,Industrial Distribution
RAL,Ralliant Corp,Technology,Electronic Components
RARE,Ultragenyx Pharmaceutical Inc,Healthcare,Biotechnology
RBA,RB Global Inc,Industrials,Specialty Business Services
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia
RBRK,Rubrik Inc,Technology,Software - Infrastructure
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services
RDDT,Reddit Inc,Communication Services,Internet Content & Information
RDN,"Radian Group, Inc",Financial,Insurance - Specialty
RDNT,Radnet Inc,Healthcare,Diagnostics & Research
RDY,Dr. Reddy's Laboratories Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic
RELX,RELX Plc ADR,Industrials,Specialty Business Services
RELY,Remitly Global Inc,Technology,Software - Infrastructure
REZI,Resideo Technologies Inc,Industrials,Industrial Distribution
RF,Regions Financial Corp,Financial,Banks - Regional
RGTI,Rigetti Computing Inc,Technology,Computer Hardware
RH,RH,Consumer Cyclical,Specialty Retail
RHI,Robert Half Inc,Industrials,Staffing & Employment Services
RIG,Transocean Ltd,Energy,Oil & Gas Drilling
RIO,Rio Tinto plc ADR,Basic Materials,Other Industrial Metals & Mining
RIOT,Riot Platforms Inc,Financial,Capital Markets
RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers
RJF,"Raymond James Financial, Inc",Financial,Asset Management
RKLB,Rocket Lab Corp,Industrials,Aerospace & Defense
RKT,Rocket Companies Inc,Financial,Mortgage Finance
RMBS,Rambus Inc,Technology,Semiconductors
RNG,RingCentral Inc,Technology,Software - Application
ROIV,Roivant Sciences Ltd,Healthcare,Biotechnology
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery
ROKU,Roku Inc,Communication Services,Entertainment
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services
ROP,Roper Technologies Inc,Technology,Software - Application
ROST,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail
RPM,"RPM International, Inc",Basic Materials,Specialty Chemicals
RPRX,Royalty Pharma plc,Healthcare,Biotechnology
RRC,Range Resources Corp,Energy,Oil & Gas E&P
RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery
RSI,Rush Street Interactive Inc,Consumer Cyclical,Gambling
RTO,Rentokil Initial Plc. ADR,Industrials,Specialty Business Services
